Date,Open,High,Low,Close,Adj Close,Volume
2023-10-09,250.0,256.5,246.0500030517578,254.85000610351562,254.39271545410156,170614
2023-10-10,255.9499969482422,261.8999938964844,252.5500030517578,258.75,258.28570556640625,334456
2023-10-11,262.3999938964844,272.95001220703125,260.04998779296875,264.8999938964844,264.4246826171875,552872
2023-10-12,266.20001220703125,267.29998779296875,253.6999969482422,254.5500030517578,254.09326171875,405597
2023-10-13,255.25,258.75,249.0,249.85000610351562,249.4016876220703,225840
2023-10-16,251.0,252.10000610351562,245.5,250.85000610351562,250.39990234375,250473
2023-10-17,252.0,258.5,251.1999969482422,253.6999969482422,253.24476623535156,823910
2023-10-18,256.0,256.0,245.10000610351562,252.10000610351562,251.6476593017578,421571
2023-10-19,250.1999969482422,254.0,247.0500030517578,252.60000610351562,252.14675903320312,182716
2023-10-20,252.0,256.75,248.85000610351562,253.8000030517578,253.3446044921875,310349
2023-10-23,255.0,257.8500061035156,236.25,242.4499969482422,242.01495361328125,238094
2023-10-25,247.5,251.14999389648438,226.0500030517578,230.9499969482422,230.5355987548828,720996
2023-10-26,230.0,243.89999389648438,226.14999389648438,236.0,235.5765380859375,440402
2023-10-27,237.8000030517578,249.4499969482422,237.75,244.3000030517578,243.8616485595703,195884
2023-10-30,244.3000030517578,249.0,240.5,243.25,242.8135223388672,145830
2023-10-31,243.0,244.85000610351562,239.89999389648438,242.1999969482422,241.76541137695312,124109
2023-11-01,242.0,245.3000030517578,239.3000030517578,242.75,242.31442260742188,69358
2023-11-02,244.0,246.4499969482422,240.75,242.1999969482422,241.76541137695312,73313
2023-11-03,244.0,247.0,238.75,243.64999389648438,243.21279907226562,124614
2023-11-06,247.0,251.39999389648438,243.85000610351562,249.39999389648438,248.95248413085938,148137
2023-11-07,251.35000610351562,259.8999938964844,250.25,257.95001220703125,257.4871520996094,308367
2023-11-08,259.8999938964844,273.5,251.35000610351562,259.79998779296875,259.3338317871094,1080605
2023-11-09,262.0,280.0,261.95001220703125,272.25,271.7615051269531,1021463
2023-11-10,271.0,271.8500061035156,262.29998779296875,263.3500061035156,262.8774719238281,362597
2023-11-13,271.54998779296875,273.0,262.6499938964844,271.54998779296875,271.062744140625,258286
2023-11-15,275.0,279.8999938964844,268.6000061035156,279.29998779296875,278.798828125,376625
2023-11-16,280.8500061035156,283.79998779296875,273.0,275.6000061035156,275.1054992675781,370172
2023-11-17,277.0,278.8500061035156,265.25,267.6000061035156,267.1198425292969,256990
2023-11-20,270.6499938964844,278.0,269.0,276.70001220703125,276.2035217285156,327203
2023-11-21,279.0,291.0,277.1000061035156,278.6499938964844,278.1499938964844,442225
2023-11-22,281.3500061035156,284.95001220703125,273.3500061035156,280.8999938964844,280.8999938964844,234361
2023-11-23,282.0,284.6000061035156,280.95001220703125,283.04998779296875,283.04998779296875,144367
2023-11-24,286.8999938964844,286.8999938964844,276.20001220703125,278.1499938964844,278.1499938964844,257341
2023-11-28,281.04998779296875,282.5,277.5,281.04998779296875,281.04998779296875,390475
2023-11-29,281.04998779296875,285.0,278.0,283.04998779296875,283.04998779296875,349259
2023-11-30,285.0,287.75,271.95001220703125,277.04998779296875,277.04998779296875,660066
2023-12-01,279.0,282.95001220703125,275.25,276.5,276.5,149589
2023-12-04,280.6000061035156,282.6000061035156,273.75,277.5,277.5,183133
2023-12-05,279.79998779296875,280.5,266.8999938964844,271.70001220703125,271.70001220703125,351235
2023-12-06,273.79998779296875,273.95001220703125,261.8999938964844,268.5,268.5,233301
2023-12-07,265.0,268.5,261.54998779296875,265.3500061035156,265.3500061035156,231673
2023-12-08,265.5,270.3999938964844,263.0,269.5,269.5,182691
2023-12-11,270.0,273.70001220703125,265.20001220703125,267.79998779296875,267.79998779296875,257432
2023-12-12,269.8500061035156,271.0,265.0,268.79998779296875,268.79998779296875,226110
2023-12-13,269.8999938964844,280.0,264.29998779296875,278.1499938964844,278.1499938964844,496701
2023-12-14,281.0,307.8500061035156,281.0,295.1000061035156,295.1000061035156,4426361
2023-12-15,297.04998779296875,300.0,289.0,290.70001220703125,290.70001220703125,678025
2023-12-18,291.45001220703125,299.20001220703125,284.1000061035156,287.70001220703125,287.70001220703125,410753
2023-12-19,290.8999938964844,295.0,286.20001220703125,288.8999938964844,288.8999938964844,549521
2023-12-20,289.25,291.95001220703125,266.0,271.5,271.5,621026
2023-12-21,266.5,272.8999938964844,263.3500061035156,267.8500061035156,267.8500061035156,511120
2023-12-22,269.29998779296875,276.3500061035156,265.5,267.54998779296875,267.54998779296875,338964
2023-12-26,268.0,270.5,265.29998779296875,266.0,266.0,264458
2023-12-27,267.6000061035156,274.0,258.1000061035156,262.20001220703125,262.20001220703125,574575
2023-12-28,262.20001220703125,266.6499938964844,257.95001220703125,261.6499938964844,261.6499938964844,455468
2023-12-29,262.1000061035156,264.5,258.1499938964844,260.04998779296875,260.04998779296875,288411
2024-01-01,262.5,268.5,262.04998779296875,266.6000061035156,266.6000061035156,427118
2024-01-02,267.95001220703125,270.54998779296875,263.0,266.8999938964844,266.8999938964844,220952
2024-01-03,267.6000061035156,273.0,261.29998779296875,267.6499938964844,267.6499938964844,1090784
2024-01-04,270.0,277.6000061035156,268.8999938964844,275.95001220703125,275.95001220703125,478254
2024-01-05,280.0,288.8999938964844,277.5,283.3500061035156,283.3500061035156,1013838
2024-01-08,289.0,289.0,277.04998779296875,278.75,278.75,366771
2024-01-09,280.79998779296875,287.70001220703125,278.1000061035156,282.54998779296875,282.54998779296875,431860
2024-01-10,286.5,292.8999938964844,283.0,284.3999938964844,284.3999938964844,912091
2024-01-11,290.79998779296875,290.79998779296875,284.1000061035156,286.3999938964844,286.3999938964844,374938
2024-01-12,287.0,288.5,282.25,283.45001220703125,283.45001220703125,216451
2024-01-15,285.04998779296875,287.70001220703125,278.6000061035156,279.6000061035156,279.6000061035156,350154
2024-01-16,281.6000061035156,285.70001220703125,274.0,274.8999938964844,274.8999938964844,346917
2024-01-17,274.0,275.95001220703125,264.8500061035156,266.70001220703125,266.70001220703125,303025
2024-01-18,268.0,272.20001220703125,259.6000061035156,270.04998779296875,270.04998779296875,344530
2024-01-19,271.8500061035156,279.5,271.0,277.8999938964844,277.8999938964844,330804
2024-01-23,274.45001220703125,280.95001220703125,268.25,272.45001220703125,272.45001220703125,330184
2024-01-24,272.0,277.70001220703125,266.3999938964844,275.70001220703125,275.70001220703125,270018
2024-01-25,274.0,277.6000061035156,268.54998779296875,271.3999938964844,271.3999938964844,195967
2024-01-29,275.3500061035156,280.20001220703125,272.6499938964844,278.29998779296875,278.29998779296875,316542
2024-01-30,280.0,305.8500061035156,278.6000061035156,291.8500061035156,291.8500061035156,1962913
2024-01-31,294.54998779296875,304.8999938964844,294.3999938964844,302.3999938964844,302.3999938964844,835058
2024-02-01,302.6000061035156,314.0,286.1000061035156,299.8999938964844,299.8999938964844,2397273
2024-02-02,301.25,305.3500061035156,287.04998779296875,288.6499938964844,288.6499938964844,652251
2024-02-05,288.6499938964844,298.95001220703125,283.0,284.45001220703125,284.45001220703125,919769
2024-02-06,287.8500061035156,295.29998779296875,287.1499938964844,291.70001220703125,291.70001220703125,325352
2024-02-07,291.5,294.8999938964844,289.5,291.1000061035156,291.1000061035156,237320
2024-02-08,292.0,298.70001220703125,290.1000061035156,290.8500061035156,290.8500061035156,304550
2024-02-09,291.3500061035156,293.75,275.1000061035156,283.1499938964844,283.1499938964844,300204
2024-02-12,283.1499938964844,285.1499938964844,266.04998779296875,268.04998779296875,268.04998779296875,366106
2024-02-13,269.8999938964844,287.75,259.79998779296875,284.95001220703125,284.95001220703125,379867
2024-02-14,282.8999938964844,284.29998779296875,277.54998779296875,279.20001220703125,279.20001220703125,155661
2024-02-15,281.5,283.6000061035156,276.1499938964844,277.3500061035156,277.3500061035156,94783
2024-02-16,279.54998779296875,282.0,272.04998779296875,274.45001220703125,274.45001220703125,129818
2024-02-19,273.20001220703125,277.8999938964844,271.70001220703125,273.79998779296875,273.79998779296875,200400
2024-02-20,273.1000061035156,276.70001220703125,270.25,273.3999938964844,273.3999938964844,230340
2024-02-21,275.0,277.1499938964844,269.75,272.04998779296875,272.04998779296875,300989
2024-02-22,272.0,274.6000061035156,265.29998779296875,268.0,268.0,209673
2024-02-23,269.6000061035156,287.8999938964844,269.6000061035156,285.1000061035156,285.1000061035156,897291
2024-02-26,287.29998779296875,303.6000061035156,284.54998779296875,301.25,301.25,1424600
2024-02-27,302.5,303.75,288.6499938964844,293.3500061035156,293.3500061035156,594991
2024-02-28,294.95001220703125,304.8999938964844,289.95001220703125,293.70001220703125,293.70001220703125,591349
2024-02-29,292.5,300.6000061035156,288.0,298.29998779296875,298.29998779296875,452445
2024-03-01,299.8500061035156,300.6499938964844,291.6000061035156,293.3500061035156,293.3500061035156,286410
2024-03-04,301.0,334.6000061035156,296.1499938964844,329.0,329.0,5470265
2024-03-05,326.04998779296875,327.79998779296875,314.04998779296875,317.8500061035156,317.8500061035156,1426743
2024-03-06,316.70001220703125,316.70001220703125,300.54998779296875,303.8500061035156,303.8500061035156,560363
2024-03-07,306.6000061035156,314.95001220703125,303.3500061035156,304.95001220703125,304.95001220703125,386436
2024-03-11,306.45001220703125,307.75,289.1000061035156,290.8500061035156,290.8500061035156,460732
2024-03-12,290.8500061035156,290.8500061035156,277.8500061035156,282.0,282.0,687714
2024-03-13,281.8500061035156,286.95001220703125,256.95001220703125,264.75,264.75,610405
2024-03-14,262.04998779296875,278.1499938964844,261.0,270.6000061035156,270.6000061035156,271959
2024-03-15,270.1000061035156,277.6000061035156,261.1499938964844,266.1000061035156,266.1000061035156,316598
2024-03-18,262.0,271.20001220703125,262.0,268.0,268.0,214377
2024-03-19,270.0,272.0,264.5,267.1499938964844,267.1499938964844,360286
2024-03-20,266.8999938964844,269.8500061035156,261.29998779296875,267.6000061035156,267.6000061035156,180050
2024-03-21,270.0,276.20001220703125,269.54998779296875,272.3500061035156,272.3500061035156,207006
2024-03-22,274.0,277.04998779296875,271.29998779296875,272.29998779296875,272.29998779296875,182648
2024-03-26,274.6000061035156,285.29998779296875,273.20001220703125,281.20001220703125,281.20001220703125,314383
2024-03-27,284.8999938964844,315.0,281.25,304.75,304.75,3410998
2024-03-28,307.5,307.79998779296875,294.04998779296875,296.70001220703125,296.70001220703125,499928
2024-04-01,296.70001220703125,312.79998779296875,295.6000061035156,306.8999938964844,306.8999938964844,602457
2024-04-02,307.1499938964844,311.0,303.0,306.45001220703125,306.45001220703125,264863
2024-04-03,304.29998779296875,313.45001220703125,303.5,306.0,306.0,347161
2024-04-04,305.0,322.0,303.0,305.0,305.0,1164858
2024-04-05,305.29998779296875,309.3999938964844,297.95001220703125,302.75,302.75,281036
2024-04-08,305.95001220703125,308.8500061035156,293.1499938964844,295.70001220703125,295.70001220703125,281289
2024-04-09,295.70001220703125,303.79998779296875,288.8500061035156,291.5,291.5,352225
2024-04-10,293.6000061035156,294.95001220703125,290.04998779296875,293.45001220703125,293.45001220703125,212279
2024-04-12,293.45001220703125,299.8999938964844,287.0,289.6000061035156,289.6000061035156,273254
2024-04-15,286.8999938964844,299.95001220703125,276.75,289.95001220703125,289.95001220703125,690306
2024-04-16,287.8500061035156,293.20001220703125,286.5,290.25,290.25,189020
2024-04-18,293.45001220703125,301.5,291.0,292.04998779296875,292.04998779296875,302769
2024-04-19,288.0,296.70001220703125,285.0,290.95001220703125,290.95001220703125,219038
2024-04-22,300.8999938964844,332.5,296.25,326.79998779296875,326.79998779296875,4090014
2024-04-23,331.3999938964844,342.6000061035156,328.1000061035156,340.1499938964844,340.1499938964844,3403760
2024-04-24,342.79998779296875,354.70001220703125,336.25,342.8500061035156,342.8500061035156,2057157
2024-04-25,346.79998779296875,354.0,342.6499938964844,345.1000061035156,345.1000061035156,684216
2024-04-26,346.79998779296875,361.0,346.1000061035156,350.04998779296875,350.04998779296875,1186543
2024-04-29,351.79998779296875,352.8999938964844,346.20001220703125,348.20001220703125,348.20001220703125,436408
2024-04-30,348.1000061035156,357.54998779296875,326.1499938964844,335.45001220703125,335.45001220703125,702831
2024-05-02,336.8999938964844,340.6499938964844,329.95001220703125,331.6000061035156,331.6000061035156,1059045
2024-05-03,332.0,335.3500061035156,321.1000061035156,325.95001220703125,325.95001220703125,377990
2024-05-06,327.3500061035156,328.8999938964844,306.1000061035156,307.25,307.25,637646
2024-05-07,308.5,309.1000061035156,292.1000061035156,294.75,294.75,638316
2024-05-08,296.20001220703125,307.1000061035156,295.8500061035156,302.6499938964844,302.6499938964844,704865
2024-05-09,303.0,310.6000061035156,287.04998779296875,290.0,290.0,1003779
2024-05-10,291.95001220703125,297.3999938964844,285.0,291.25,291.25,543830
2024-05-13,291.45001220703125,309.0,283.1499938964844,301.79998779296875,301.79998779296875,1497439
2024-05-14,301.79998779296875,313.95001220703125,301.04998779296875,310.1499938964844,310.1499938964844,496895
2024-05-15,312.6000061035156,334.45001220703125,310.5,329.3999938964844,329.3999938964844,953323
2024-05-16,331.70001220703125,339.45001220703125,325.0,326.6000061035156,326.6000061035156,587716
2024-05-17,327.45001220703125,332.45001220703125,321.29998779296875,329.8999938964844,329.8999938964844,387651
